EQP_ID,SR_CODE,CNTRWK_NM,DIA_CODE,PIPE_PRESS,PLINE_LT,COMPET_DE,QLTY_GRADE,MIN_DPH,MAX_DPH,AVG_DPH,coordinates
30103333,S,2001년도 분당지사 열배관공사(용인지역),125,16,139.02,20021130,A,0.7,1.5,0.83,"[[127.1078362, 37.370079, 40.769], [127.1079259, 37.3700792, 40.62], [127.1079181, 37.3699829, 40.62], [127.1079953, 37.3699807, 40.62], [127.107969, 37.3696967, 40.62], [127.1079142, 37.369353, 41.76], [127.1078974, 37.3689613, 41.5]]"
