EQP_ID,SR_CODE,CNTRWK_NM,DIA_CODE,PIPE_PRESS,PLINE_LT,COMPET_DE,QLTY_GRADE,MIN_DPH,MAX_DPH,AVG_DPH,coordinates
30106771,S,분당지사 '97 추가사용자 열배관공사,50,16,30.36,19980930,B,0.9,1.5,1.05,"[[127.1159946, 37.3797697, 36.9904], [127.1159205, 37.3797156, 37.0], [127.1157644, 37.3798459, 37.0], [127.1157761, 37.3798552, 37.0]]"
30107052,S,2016년 분당사업소 열배관 추가 및 개선공사,200,16,3.11,20180407,A,0.8,0.8,0.8,"[[127.1211555, 37.3868646, 33.383], [127.1211752, 37.3868788, 33.297], [127.1211817, 37.3868832, 33.288]]"
30108433,R,분당지점 '96 추가사용자 열배관공사,80,16,3.14,19970731,A,0.8,0.8,0.8,"[[127.1099842, 37.3384596, 54.36], [127.1099838, 37.3384313, 54.36]]"
30103775,R,성남 분당지구 지역난방 열배관공사(제1공구),50,16,34.19,19931231,A,0.76,3.05,1.67,"[[127.1530772, 37.4070862, 74.39], [127.1528275, 37.4070093, 74.39], [127.1528514, 37.4069166, 74.39]]"
30103777,R,성남 분당지구 지역난방 열배관공사(제1공구),50,16,7.12,19931231,A,1.48,3.4,2.44,"[[127.1531442, 37.407038, 74.39], [127.1531181, 37.4070987, 74.39]]"
30103063,R,2003년 분당지사 열배관공사,65,16,2.15,20040531,B,1.0,1.0,1.0,"[[127.105831, 37.3695495, 40.202], [127.1058187, 37.3695511, 42.05]]"
30103064,R,2003년 분당지사 열배관공사,65,16,0.92,20040531,B,1.0,1.0,1.0,"[[127.1058187, 37.3695511, 42.05], [127.1058084, 37.3695508, 42.05]]"
30102343,R,성남분당지구 열배관 및 열공급 시설공사(제2공구),100,16,5.51,19951231,B,1.5,1.5,1.5,"[[127.105894, 37.3673624, 43.29], [127.1058319, 37.3673616, 43.29]]"
30106842,R,성남 분당지구 지역난방 열배관공사(제1공구),32,16,8.38,19931231,B,1.5,1.5,1.5,"[[127.1194526, 37.3714789, 46.31], [127.1194218, 37.3714563, 46.31], [127.119455, 37.3714235, 46.31]]"
30107062,R,2014년 분당사업소 열배관시설 유지보수공사,125,16,0.5,20160804,A,3.84,3.85,3.84,"[[127.120451, 37.4079444, 29.803], [127.1204511, 37.4079399, 29.798]]"
30106841,S,성남 분당지구 지역난방 열배관공사(제1공구),32,16,3.92,19931231,B,1.2,1.2,1.2,"[[127.1284061, 37.3700504, 63.91], [127.1283712, 37.3700288, 63.88]]"
30103416,R,2002년도 분당지사 열배관공사,100,16,0.16,20030530,A,1.2,1.5,1.35,"[[127.1132218, 37.3769111, 38.27], [127.113223, 37.3769099, 38.27]]"
30102216,S,성남분당지구 열배관 및 열공급 시설공사(제2공구),100,16,2.72,19951231,A,0.11,0.23,0.17,"[[127.1155997, 37.3499773, 51.8], [127.115569, 37.3499774, 51.8]]"
30103988,R,성남 분당지구 지역난방 열배관공사(제1공구),100,16,22.84,19931231,A,0.28,1.21,0.67,"[[127.1169906, 37.3715477, 42.07], [127.1170123, 37.3715631, 42.07], [127.1170577, 37.3715217, 42.07], [127.1171776, 37.3716061, 42.07]]"
30103989,R,성남 분당지구 지역난방 열배관공사(제1공구),100,16,4.42,19931231,A,1.21,1.62,1.44,"[[127.1171776, 37.3716061, 42.07], [127.1172021, 37.3716234, 42.07], [127.1172146, 37.3716328, 42.07]]"
30105319,S,2014년 분당사업소 열배관시설 유지보수공사,600,16,7.18,20160804,C,1.12,1.18,1.15,"[[127.1181069, 37.4233874, 19.94], [127.118108, 37.4234414, 19.864], [127.1181081, 37.4234521, 19.859]]"
30102234,R,2015년 분당사업소 열배관 추가 및 개선공사,125,16,2.05,20170810,A,0.6,0.9,0.72,"[[127.1253068, 37.3880566, 35.619], [127.1253094, 37.3880543, 35.943], [127.1253152, 37.3880483, 35.888], [127.1253208, 37.3880435, 35.84]]"
30102933,S,2011년 분당지사 열배관공사,125,16,1.53,20121025,A,2.0,2.0,2.0,"[[127.1343181, 37.4178336, 35.596], [127.1343252, 37.417831, 35.619], [127.1343339, 37.4178278, 35.644]]"
30103128,R,94 분당1공구 지역난방 열배관 추가공사,50,16,24.07,19951130,A,1.0,1.0,1.0,"[[127.1362636, 37.4137589, 43.16], [127.1359919, 37.4137503, 42.55]]"
30103139,R,성남 분당지구 지역난방 열배관공사(제1공구),50,16,100.36,19931231,A,0.26,1.8,1.29,"[[127.1211321, 37.4047233, 30.057], [127.1211292, 37.4047535, 31.96], [127.1211934, 37.4047542, 31.45], [127.1211923, 37.4047677, 31.45], [127.121176, 37.4049739, 30.77], [127.121175, 37.4049865, 30.77], [127.1210746, 37.4049863, 31.2], [127.1210743, 37.4053012, 31.52], [127.1211013, 37.405301, 31.52], [127.1211655, 37.4053007, 31.26], [127.1212879, 37.4053018, 30.99], [127.1212879, 37.4052817, 30.99]]"
30106553,R,2014년 분당사업소 열배관 추가 및 개선공사,250,16,0.88,20160510,A,1.1,1.1,1.1,"[[127.1118818, 37.3773602, 36.683], [127.1118777, 37.3773572, 36.691], [127.1118746, 37.3773547, 36.681]]"
30102097,R,성남분당지구 열배관 및 열공급 시설공사(제2공구),150,16,2.56,19951231,A,1.48,1.56,1.52,"[[127.1127231, 37.3633459, 52.95], [127.1127519, 37.3633453, 53.201]]"
30102099,R,성남분당지구 열배관 및 열공급 시설공사(제2공구),150,16,19.84,19951231,A,0.6,1.3,1.03,"[[127.1066567, 37.3616564, 43.7237], [127.1066567, 37.3616474, 43.93], [127.1066043, 37.3616477, 45.18], [127.106603, 37.3615823, 45.18], [127.1066017, 37.3615213, 45.18]]"
30107221,S,성남 분당지구 지역난방 열배관공사(제1공구),80,16,13.22,19931231,B,1.5,1.5,1.5,"[[127.1225484, 37.3708228, 55.8], [127.1225843, 37.3707919, 55.8], [127.1226425, 37.3708325, 55.77], [127.1226563, 37.3708217, 55.8515]]"
30102130,R,성남 분당지구 지역난방 열배관공사(제1공구),125,16,24.67,19931231,A,0.07,1.5,0.89,"[[127.1261291, 37.3833403, 44.3261], [127.1262159, 37.3832755, 44.7], [127.1262515, 37.3832486, 44.83], [127.1263341, 37.3833074, 44.83]]"
30102604,S,2003년 분당지사 열배관공사,200,16,8.45,20040531,A,1.0,1.0,1.0,"[[127.105782, 37.3738814, 41.48], [127.1058761, 37.3738692, 41.48]]"
30103135,R,성남 분당지구 지역난방 열배관공사(제1공구),50,16,169.44,19931231,A,0.05,1.2,0.38,"[[127.132168, 37.4158549, 32.88], [127.1322067, 37.4158536, 33.0], [127.1322062, 37.415821, 32.98], [127.1323349, 37.4158245, 33.22], [127.1324627, 37.4158412, 33.22], [127.132734, 37.4158382, 33.22], [127.133459, 37.4158301, 33.87], [127.1334599, 37.4155817, 33.92], [127.1334604, 37.4154615, 33.92], [127.1335786, 37.4154578, 33.96]]"
30106164,R,성남분당지구 열배관 및 열공급 시설공사(제2공구),65,16,6.06,19951231,A,0.22,1.5,1.07,"[[127.1266291, 37.3438357, 97.99], [127.1265971, 37.3438055, 97.99], [127.1265826, 37.3438151, 97.99]]"
30105767,R,성남분당지구 열배관 및 열공급 시설공사(제2공구),125,16,29.97,19951231,A,0.7,1.2,0.95,"[[127.1125783, 37.351564, 51.213], [127.112288, 37.3517028, 51.56]]"
30107527,S,성남 분당지구 지역난방 열배관공사(제1공구),125,16,23.39,19931231,C,0.25,1.0,0.63,"[[127.1294667, 37.4108344, 31.37], [127.1294723, 37.4106237, 31.4448]]"
30107528,S,성남 분당지구 지역난방 열배관공사(제1공구),125,16,9.4,19931231,C,1.0,1.0,1.0,"[[127.1294645, 37.410919, 31.21], [127.1294667, 37.4108344, 31.37]]"
30102625,S,성남 분당지구 지역난방 열배관공사(제1공구),200,16,6.54,19931231,A,0.24,1.5,1.06,"[[127.1278916, 37.3733755, 44.6448], [127.1278968, 37.3733715, 44.8248], [127.1279225, 37.3733633, 45.45], [127.1279477, 37.373341, 45.734]]"
30102194,S,분당지점 '96 추가사용자 열배관공사,100,16,6.04,19970731,B,1.7,1.7,1.7,"[[127.1158854, 37.3788791, 37.02], [127.1159204, 37.3788468, 37.16], [127.1159315, 37.3788545, 37.16]]"
30107962,S,성남 분당지구 지역난방 열배관공사(제1공구),25,16,36.24,19931231,B,1.6,1.6,1.6,"[[127.120125, 37.3753183, 40.56], [127.1200509, 37.375264, 40.56], [127.1199519, 37.3753503, 40.52], [127.1198317, 37.3752635, 40.52]]"
30102143,S,성남분당지구 열배관 및 열공급 시설공사(제2공구),125,16,9.88,19951231,B,1.0,1.5,1.13,"[[127.116751, 37.3684714, 52.91], [127.1168119, 37.3684706, 52.99], [127.1168122, 37.3684856, 52.91], [127.1168131, 37.368511, 52.8508]]"
30103771,R,성남 분당지구 지역난방 열배관공사(제1공구),50,16,2.98,19931231,A,1.16,1.49,1.33,"[[127.1539152, 37.4066428, 69.93], [127.1539053, 37.4066685, 69.93]]"
30105619,R,성남 분당지구 지역난방 열배관공사(제1공구),40,16,1.89,19931231,A,1.5,1.5,1.5,"[[127.1270792, 37.3663456, 69.64], [127.1270651, 37.3663584, 69.6963]]"
30105631,R,성남 도촌지구 열배관공사,250,16,72.34,20071231,A,1.0,1.0,1.0,"[[127.1501029, 37.4142789, 53.28], [127.1503041, 37.4142671, 53.34], [127.1503049, 37.414183, 53.31], [127.1508062, 37.4142565, 55.3]]"
30109164,R,성남 분당지구 지역난방 열배관공사(제1공구),25,16,0.89,19931231,A,1.4,1.4,1.4,"[[127.1385834, 37.4150024, 38.44], [127.1385889, 37.4150091, 38.44]]"
30109165,S,성남 분당지구 지역난방 열배관공사(제1공구),25,16,17.24,19931231,B,1.4,1.4,1.4,"[[127.1386472, 37.4149017, 38.49], [127.1386611, 37.4149242, 38.49], [127.1386054, 37.4149501, 38.44], [127.1386181, 37.4149645, 38.44], [127.1385709, 37.4149899, 38.44], [127.1385728, 37.4149923, 38.44], [127.1385816, 37.4150033, 38.44]]"
30109166,S,성남 분당지구 지역난방 열배관공사(제1공구),25,16,0.89,19931231,B,1.4,1.4,1.4,"[[127.1385816, 37.4150033, 38.44], [127.1385871, 37.41501, 38.44]]"
30101893,R,성남 분당지구 지역난방 열배관공사(제1공구),80,16,1.12,19931231,A,2.3,2.3,2.3,"[[127.1168788, 37.3769102, 40.27], [127.1168691, 37.3769037, 40.27]]"
30105936,R,2014년 분당사업소 열배관 추가 및 개선공사,200,16,0.76,20160510,B,2.0,2.0,2.0,"[[127.1058949, 37.3672068, 40.872], [127.1058948, 37.3672136, 40.867]]"
30107559,R,성남 분당지구 지역난방 열배관공사(제1공구),100,16,10.31,19931231,A,0.8,2.85,1.82,"[[127.1422418, 37.4092907, 56.9], [127.1422147, 37.409233, 49.17]]"
30107560,R,성남 분당지구 지역난방 열배관공사(제1공구),100,16,47.17,19931231,A,1.5,2.85,2.22,"[[127.1422147, 37.409233, 49.17], [127.1421786, 37.4091793, 49.17], [127.1419678, 37.4088563, 48.1375]]"
30107970,S,성남분당지구 열배관 및 열공급 시설공사(제2공구),20,16,2.91,19951231,B,1.5,1.5,1.5,"[[127.1187505, 37.3360281, 67.38], [127.1187224, 37.3360418, 67.38]]"
30107193,R,2001년도 분당지사 열배관공사(용인지역),80,16,2.1,20021130,A,1.5,2.0,1.75,"[[127.1128531, 37.377384, 38.23], [127.1128372, 37.377398, 38.2102]]"
30107194,S,2001년도 분당지사 열배관공사(용인지역),80,16,2.6,20021130,B,1.5,2.0,1.75,"[[127.1128596, 37.3773831, 38.23], [127.1128399, 37.3774005, 38.2083]]"
30107125,S,성남분당지구 열배관 및 열공급 시설공사(제2공구),25,16,16.64,19951231,B,1.0,1.0,1.0,"[[127.1122197, 37.3620454, 54.26], [127.1122173, 37.3619964, 54.48], [127.112091, 37.3619939, 54.26]]"
30113094,R,성남 분당지구 지역난방 열배관공사(제1공구),125,16,21.22,19931231,A,1.3,1.5,1.4,"[[127.1166173, 37.3756804, 40.1], [127.116776, 37.3755371, 40.1]]"
30111172,S,2000년 분당지사 열배관공사,50,16,5.82,20010430,A,0.75,1.82,1.14,"[[127.1225252, 37.3389877, 74.741], [127.1225391, 37.3390001, 74.84], [127.1225493, 37.339035, 74.84]]"
30110643,R,성남분당지구 열배관 및 열공급 시설공사(제2공구),100,16,17.09,19951231,A,1.4,1.4,1.4,"[[127.1157492, 37.3683019, 49.35], [127.1157828, 37.3683014, 49.56], [127.115781, 37.368359, 49.42], [127.115868, 37.3683594, 49.42]]"
30109280,R,분당지사 '97 추가사용자 열배관공사,125,16,12.38,19980930,B,1.5,2.2,2.03,"[[127.1164518, 37.3806382, 36.37], [127.1163961, 37.3806895, 36.48], [127.1164231, 37.3807089, 36.45], [127.1164088, 37.3807181, 36.4641]]"
30109281,R,분당지사 '97 추가사용자 열배관공사,125,16,7.12,19980930,B,1.5,2.2,2.03,"[[127.1164088, 37.3807181, 36.4641], [127.1164028, 37.380722, 36.47], [127.1163667, 37.3807563, 36.42], [127.1163549, 37.3807469, 36.42]]"
30103554,S,분당지사 '97 추가사용자 열배관공사,250,16,17.59,19980930,B,0.33,0.49,0.41,"[[127.1214494, 37.3885382, 33.92], [127.1212819, 37.3886229, 32.793]]"
30115028,R,성남분당지구 열배관 및 열공급 시설공사(제2공구),250,16,8.23,19951231,A,1.6,1.6,1.6,"[[127.1122485, 37.3623642, 51.3476], [127.1122503, 37.36229, 51.467]]"
30102163,R,성남분당지구 열배관 및 열공급 시설공사(제2공구),125,16,16.01,19951231,A,1.1,1.3,1.17,"[[127.1194361, 37.3584018, 69.256], [127.1194328, 37.3584953, 71.38], [127.1193719, 37.3584945, 70.85]]"
30107919,S,성남분당지구 열배관 및 열공급 시설공사(제2공구),40,16,4.29,19951231,A,1.0,1.0,1.0,"[[127.1153204, 37.3661023, 55.1], [127.1152719, 37.3661024, 55.1]]"
30102309,S,성남 도촌지구 열배관공사,150,16,1.32,20071231,A,0.9,0.9,0.9,"[[127.1608872, 37.412043, 81.4], [127.1608741, 37.4120373, 81.39]]"
30106414,R,성남분당지구 열배관 및 열공급 시설공사(제2공구),100,16,14.19,19951231,A,1.0,1.0,1.0,"[[127.1142056, 37.3628237, 61.92], [127.1142737, 37.3628225, 61.92], [127.1142697, 37.3628945, 60.344]]"
30102091,S,성남분당지구 열배관 및 열공급 시설공사(제2공구),150,16,4.31,19951231,B,0.9,1.6,1.37,"[[127.1122569, 37.3622833, 51.509], [127.1122608, 37.3622829, 51.957], [127.1122756, 37.3622831, 52.2], [127.1122902, 37.3622834, 52.414], [127.1122937, 37.362282, 52.39], [127.1122959, 37.3622796, 52.445], [127.1122959, 37.3622759, 52.384]]"
30115023,S,성남분당지구 열배관 및 열공급 시설공사(제2공구),250,16,17.31,19951231,B,1.6,2.1,1.85,"[[127.1122565, 37.3623696, 51.528], [127.112256, 37.3624242, 51.353], [127.1122551, 37.3625255, 51.014]]"
30103316,S,성남 분당지구 지역난방 열배관공사(제1공구),125,16,116.01,19931231,B,1.0,1.8,1.33,"[[127.1180125, 37.3774673, 40.33], [127.1180633, 37.3775042, 40.33], [127.1182033, 37.3773797, 40.14], [127.11845, 37.37756, 40.33], [127.1184083, 37.3775959, 40.31], [127.1184769, 37.3776447, 40.25], [127.1185411, 37.3775868, 40.16], [127.1188577, 37.3778389, 40.87]]"
30103318,R,2002년도 분당지사 열배관공사,125,16,8.3,20030530,A,0.8,0.8,0.8,"[[127.1076305, 37.3700929, 40.98], [127.1076323, 37.3700635, 41.0], [127.1075763, 37.3700712, 41.01]]"
30102888,R,분당지점 '96 추가사용자 열배관공사,150,16,3.04,19970731,A,1.4,1.4,1.4,"[[127.1233945, 37.3951313, 32.66], [127.123416, 37.3951311, 30.283]]"
30101940,S,성남분당지구 열배관 및 열공급 시설공사(제2공구),65,16,15.25,19951231,B,0.8,1.0,0.9,"[[127.1114185, 37.3597172, 49.77], [127.1114224, 37.3597171, 50.114], [127.1114633, 37.3597167, 50.06], [127.1114687, 37.3597128, 50.074], [127.1114677, 37.3596583, 50.267], [127.1114712, 37.3596554, 50.296], [127.1115163, 37.3596562, 50.429]]"
30102969,R,성남분당지구 열배관 및 열공급 시설공사(제2공구),100,16,130.16,19951231,A,0.7,2.0,1.36,"[[127.1175237, 37.3515669, 48.106], [127.1175868, 37.3515127, 50.22], [127.1176347, 37.3515586, 50.53], [127.117878, 37.3514092, 50.59], [127.1180334, 37.3515784, 51.44], [127.117881, 37.3516567, 51.42], [127.1181884, 37.3520186, 50.107]]"
30106046,S,94 분당1공구 지역난방 열배관 추가공사,80,16,11.19,19951130,B,0.6,1.5,1.2,"[[127.1351428, 37.3694804, 61.316], [127.1352113, 37.3695307, 62.87], [127.1352326, 37.3695121, 62.87]]"
30105366,R,2008년 분당지사 열배관공사,80,16,1.37,20090506,B,1.6,1.6,1.6,"[[127.1163331, 37.3791628, 36.97], [127.1163435, 37.3791537, 36.97]]"
30108674,R,성남 분당지구 지역난방 열배관공사(제1공구),150,16,3.32,19931231,A,1.8,1.8,1.8,"[[127.1302522, 37.4153926, 29.416], [127.1302291, 37.4153923, 31.75], [127.1302266, 37.4153923, 31.75]]"
30108677,S,성남 분당지구 지역난방 열배관공사(제1공구),150,16,64.03,19931231,B,1.1,1.8,1.45,"[[127.1231393, 37.395882, 31.046], [127.1224171, 37.39586, 33.75]]"
30105705,S,성남분당지구 열배관 및 열공급 시설공사(제2공구),150,16,9.12,19951231,B,1.3,1.3,1.3,"[[127.1149212, 37.3530571, 47.137], [127.114918, 37.3530527, 47.544], [127.1148907, 37.353022, 47.273], [127.1148861, 37.3530199, 47.269], [127.1148809, 37.3530207, 47.26], [127.1148504, 37.3530376, 47.33]]"
30105706,S,성남분당지구 열배관 및 열공급 시설공사(제2공구),150,16,29.25,19951231,B,1.1,1.3,1.23,"[[127.1148504, 37.3530376, 47.33], [127.1148105, 37.3530591, 47.317], [127.1148052, 37.3530599, 47.298], [127.1148008, 37.3530582, 47.291], [127.1147814, 37.353035, 47.306], [127.1147398, 37.3529886, 47.233], [127.1146748, 37.3529136, 47.792], [127.11466, 37.3528974, 48.125], [127.1146452, 37.3528812, 48.564]]"
30106959,S,2003년 분당지사 열배관공사,125,16,60.95,20040531,A,1.0,1.2,1.07,"[[127.1337587, 37.4092277, 39.41], [127.1337669, 37.4097771, 39.304]]"
30104585,S,2004년 분당지사 열배관공사,100,16,10.89,20050614,B,1.5,1.5,1.5,"[[127.1059754, 37.3674662, 43.29], [127.10598, 37.3674456, 43.29], [127.1060413, 37.3674446, 43.18], [127.1060767, 37.3674455, 43.18]]"
30102326,R,2011년 분당지사 열배관공사,125,16,1.71,20121025,A,1.2,1.7,1.47,"[[127.1355932, 37.4187089, 37.857], [127.1355953, 37.4187135, 37.539], [127.1355987, 37.4187227, 37.339]]"
30111018,S,성남 분당지구 지역난방 열배관공사(제1공구),125,16,44.53,19931231,B,0.9,5.42,3.16,"[[127.1551002, 37.4070593, 75.39], [127.1551393, 37.4070803, 75.39], [127.1552112, 37.4071183, 75.39], [127.1552779, 37.4071555, 75.39], [127.1553493, 37.407199, 75.39], [127.1554043, 37.4072346, 75.39], [127.1554428, 37.4072633, 75.39], [127.1554974, 37.4073042, 75.39]]"
30115012,R,성남분당지구 열배관 및 열공급 시설공사(제2공구),250,16,8.96,19951231,A,1.4,1.7,1.55,"[[127.1197794, 37.3611439, 71.584], [127.1196783, 37.3611464, 71.318]]"
30104008,R,94 분당1공구 지역난방 열배관 추가공사,100,16,5.07,19951130,B,1.5,1.5,1.5,"[[127.1498912, 37.4081237, 79.37], [127.1499159, 37.4081213, 79.39], [127.1499023, 37.4080978, 79.39]]"
30102928,S,2011년 분당지사 열배관공사,125,16,1.24,20121025,A,1.9,2.2,2.1,"[[127.1345415, 37.4182274, 35.882], [127.134547, 37.4182252, 35.599], [127.1345534, 37.4182226, 35.581]]"
30106950,R,성남 분당지구 지역난방 열배관공사(제1공구),125,16,132.65,19931231,A,1.5,1.6,1.55,"[[127.140128, 37.4146369, 39.18], [127.1412545, 37.4145155, 39.45], [127.1412621, 37.4145418, 39.45], [127.1413358, 37.414797, 40.38]]"
30102193,R,분당지점 '96 추가사용자 열배관공사,100,16,5.69,19970731,B,1.7,1.7,1.7,"[[127.1158855, 37.3788846, 37.02], [127.1159208, 37.3788519, 37.16], [127.1159289, 37.3788569, 37.16]]"
30102528,S,성남분당지구 열배관 및 열공급 시설공사(제2공구),32,16,1.01,19951231,B,1.0,1.0,1.0,"[[127.1062082, 37.3538387, 50.27], [127.1062072, 37.3538477, 50.27]]"
30106237,S,성남 분당지구 지역난방 열배관공사(제1공구),40,16,3.6,19931231,B,0.7,0.7,0.7,"[[127.1383378, 37.4119763, 48.43], [127.1382971, 37.4119765, 48.43]]"
30101703,S,2015년 분당사업소 열배관 추가 및 개선공사,100,16,11.51,20170810,A,1.8,1.9,1.82,"[[127.1249592, 37.3882886, 34.421], [127.1249539, 37.3882931, 34.391], [127.1249183, 37.388326, 34.258], [127.1248739, 37.3883669, 34.071]]"
30105143,R,성남분당지구 열배관 및 열공급 시설공사(제2공구),125,16,2.92,19951231,A,0.1,0.14,0.12,"[[127.1136486, 37.3451197, 54.36], [127.1136484, 37.3450934, 54.36]]"
30102289,S,2014년 분당사업소 열배관 추가 및 개선공사,150,16,14.18,20160510,A,1.0,1.0,1.0,"[[127.1070977, 37.3619833, 43.104], [127.1070974, 37.3619897, 43.128], [127.1070965, 37.3620887, 43.082], [127.1070963, 37.3621041, 43.077], [127.1070961, 37.3621112, 43.055]]"
30102290,R,2014년 분당사업소 열배관 추가 및 개선공사,150,16,2.14,20160510,A,0.9,1.3,1.0,"[[127.1070274, 37.3616539, 43.067], [127.1070273, 37.3616575, 43.388], [127.1070271, 37.3616665, 43.42], [127.1070271, 37.3616722, 43.436]]"
30103185,S,성남 분당지구 지역난방 열배관공사(제1공구),250,16,19.89,19931231,B,3.0,3.0,3.0,"[[127.1123253, 37.3764135, 38.38], [127.1121811, 37.376551, 38.46]]"
30104924,S,성남 도촌지구 열배관공사,350,16,38.82,20071231,A,0.47,0.9,0.75,"[[127.1547547, 37.4191457, 56.5], [127.155159, 37.4191624, 58.72], [127.1551692, 37.4191874, 58.48]]"
30104925,S,성남 도촌지구 열배관공사,350,16,8.78,20071231,A,0.13,0.9,0.64,"[[127.1551692, 37.4191874, 58.48], [127.155179, 37.4192063, 58.74], [127.1552521, 37.4192124, 58.8807]]"
30121546,S,성남 분당지구 지역난방 열배관공사(제1공구),350,16,39.31,19931231,B,1.6,1.9,1.75,"[[127.1230673, 37.3709931, 55.98], [127.1233097, 37.3706966, 54.456]]"
30108126,R,성남 분당지구 지역난방 열배관공사(제1공구),125,16,19.73,19931231,A,0.7,0.7,0.7,"[[127.1383773, 37.4121501, 48.43], [127.1383436, 37.4119743, 48.43]]"
30108127,R,성남 분당지구 지역난방 열배관공사(제1공구),125,16,10.76,19931231,A,0.7,1.5,1.1,"[[127.1383436, 37.4119743, 48.43], [127.1383229, 37.4118787, 48.43]]"
30103905,S,성남분당지구 열배관 및 열공급 시설공사(제2공구),150,16,39.46,19951231,A,1.4,1.7,1.55,"[[127.1211727, 37.3621824, 79.14], [127.1211629, 37.3625377, 77.4]]"
30103906,S,성남분당지구 열배관 및 열공급 시설공사(제2공구),150,16,9.62,19951231,A,1.4,1.4,1.4,"[[127.1211629, 37.3625377, 77.4], [127.1211674, 37.3626243, 77.4]]"
30104731,S,2013년 분당지사 배관 및 밸브 교체공사,80,16,4.87,20150805,A,0.8,1.1,0.98,"[[127.1454318, 37.371549, 63.521], [127.1454285, 37.3715527, 63.542], [127.1454229, 37.3715592, 63.594], [127.1454082, 37.3715743, 64.15], [127.1453989, 37.3715834, 64.19]]"
30103861,S,성남 도촌지구 열배관공사,200,16,1.95,20071231,A,1.5,1.5,1.5,"[[127.159957, 37.4127953, 74.7752], [127.1599759, 37.4127862, 74.86]]"
30103862,R,성남 도촌지구 열배관공사,200,16,135.79,20071231,A,0.9,0.9,0.9,"[[127.1551887, 37.414406, 63.94], [127.1552583, 37.4144041, 63.94], [127.155743, 37.4143162, 64.56], [127.1557539, 37.4143557, 64.58], [127.1557862, 37.4143482, 64.63], [127.1557754, 37.4143111, 64.59], [127.1558363, 37.4142981, 64.61], [127.1565792, 37.414129, 65.43]]"
30104296,S,성남 도촌지구 열배관공사,350,16,42.41,20071231,A,1.0,1.0,1.0,"[[127.1505273, 37.4152229, 51.57], [127.1505692, 37.4153588, 51.24], [127.1506348, 37.4155954, 51.09]]"
30104297,R,성남 도촌지구 열배관공사,350,16,43.1,20071231,A,1.0,1.0,1.0,"[[127.1502545, 37.4143689, 53.34], [127.1503024, 37.4145206, 52.76], [127.1503781, 37.4147446, 52.49]]"
30105179,R,분당지점 '96 추가사용자 열배관공사,100,16,11.74,19970731,A,1.2,1.5,1.3,"[[127.1102432, 37.371726, 40.38], [127.1102766, 37.3717948, 40.35], [127.1103142, 37.3717836, 40.3643]]"
30105180,R,분당지점 '96 추가사용자 열배관공사,100,16,7.49,19970731,A,1.2,1.5,1.28,"[[127.1103142, 37.3717836, 40.3643], [127.110329, 37.3717791, 40.37], [127.1103544, 37.3717716, 40.36], [127.1103692, 37.3718026, 40.36]]"
30103354,R,성남 도촌지구 열배관공사,125,16,2.75,20071231,A,0.9,1.5,1.2,"[[127.1548014, 37.4066011, 74.91], [127.1548274, 37.4066147, 74.9934]]"
30103061,S,2003년 분당지사 열배관공사,65,16,2.17,20040531,B,1.0,1.0,1.0,"[[127.1058266, 37.3695524, 40.129], [127.1058153, 37.3695539, 42.05]]"
30103677,R,성남분당지구 열배관 및 열공급 시설공사(제2공구),80,16,2.18,19951231,B,1.9,1.9,1.9,"[[127.1178674, 37.3684692, 56.66], [127.1178673, 37.3684496, 56.66]]"
30102951,R,성남분당지구 열배관 및 열공급 시설공사(제2공구),100,16,24.83,19951231,A,0.05,1.1,0.41,"[[127.1174192, 37.3480579, 52.24], [127.1174168, 37.3482166, 52.24], [127.1174983, 37.3482174, 52.24]]"
30102952,S,성남분당지구 열배관 및 열공급 시설공사(제2공구),100,16,32.15,19951231,A,0.08,0.13,0.1,"[[127.1174163, 37.3477719, 52.06], [127.1174147, 37.3480617, 52.24]]"
30102524,S,성남분당지구 열배관 및 열공급 시설공사(제2공구),32,16,2.13,19951231,B,1.0,1.5,1.25,"[[127.1062072, 37.3538477, 50.27], [127.1062313, 37.3538476, 50.2795]]"
30102536,R,성남 분당지구 지역난방 열배관공사(제1공구),250,16,232.12,19931231,A,0.9,1.5,1.3,"[[127.1161441, 37.3784446, 35.3036], [127.1178739, 37.3796593, 36.97], [127.1176633, 37.3798489, 36.922]]"
30101747,S,2014년 분당사업소 열배관시설 유지보수공사,300,16,0.75,20160804,B,1.58,1.68,1.63,"[[127.1288971, 37.378441, 50.633], [127.1289022, 37.3784355, 50.631]]"
30101748,R,2014년 분당사업소 열배관시설 유지보수공사,250,16,0.67,20160804,B,1.94,2.29,2.12,"[[127.1287851, 37.3785511, 50.285], [127.1287903, 37.3785467, 50.307]]"
30102721,S,성남분당지구 열배관 및 열공급 시설공사(제2공구),125,16,18.79,19951231,B,1.0,1.4,1.2,"[[127.1157314, 37.3684744, 48.82], [127.1157442, 37.3683055, 49.35]]"
30101770,R,2000년 분당지사 열배관공사,50,16,0.58,20010430,A,1.5,1.5,1.5,"[[127.1198611, 37.3494472, 51.924], [127.1198604, 37.3494421, 51.973]]"
30105740,R,성남분당지구 열배관 및 열공급 시설공사(제2공구),150,16,12.35,19951231,A,0.02,0.14,0.08,"[[127.1174637, 37.3468635, 52.0], [127.1173244, 37.3468634, 51.51]]"
